Frequency,VSWR,s1,S21(db),fg,hjgfty,tyjt,fdghf,trh
26754650000,-2.60E+01,5.69E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
26879625000,-2.59E+01,5.27E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
27004600000,-2.57E+01,4.93E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
27129575000,-2.56E+01,4.59E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
27254550000,-2.54E+01,4.28E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
27379525000,-2.53E+01,3.99E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
27504500000,-2.53E+01,3.69E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
27629475000,-2.53E+01,3.26E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
27754450000,-2.53E+01,2.89E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
27879425000,-2.53E+01,2.55E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
28004400000,-2.54E+01,2.17E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
28129375000,-2.55E+01,1.81E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
28254350000,-2.55E+01,1.55E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
28379325000,-2.57E+01,1.24E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
28504300000,-2.59E+01,8.79E+00,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
28629275000,-2.61E+01,5.03E+00,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
28754250000,-2.62E+01,1.40E+00,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
28879225000,-2.65E+01,-2.20E+00,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
29004200000,-2.67E+01,-5.25E+00,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
29129175000,-2.71E+01,-9.01E+00,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
29254150000,-2.74E+01,-1.17E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
29379125000,-2.78E+01,-1.48E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
29504100000,-2.82E+01,-1.73E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
29629075000,-2.86E+01,-2.07E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
29754050000,-2.92E+01,-2.31E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
29879025000,-2.97E+01,-2.55E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
30004000000,-3.01E+01,-2.78E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
30128975000,-3.07E+01,-3.05E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
30253950000,-3.13E+01,-3.25E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
30378925000,-3.21E+01,-3.18E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
30503900000,-3.29E+01,-3.32E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
30628875000,-3.38E+01,-3.33E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
30753850000,-3.49E+01,-3.24E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
30878825000,-3.57E+01,-3.15E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
31003800000,-3.65E+01,-3.17E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
31128775000,-3.76E+01,-2.83E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
31253750000,-3.86E+01,-2.47E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
31378725000,-3.90E+01,-2.34E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
31503700000,-3.91E+01,-2.09E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
31628675000,-3.91E+01,-1.73E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
31753650000,-3.90E+01,-1.42E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
31878625000,-3.85E+01,-1.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
32003600000,-3.81E+01,-1.41E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
32128575000,-3.80E+01,-1.24E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
32253550000,-3.79E+01,-1.29E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
32378525000,-3.71E+01,-1.99E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
32503500000,-3.67E+01,-2.42E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
32628475000,-3.67E+01,-2.88E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
32753450000,-3.66E+01,-3.49E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
32878425000,-3.63E+01,-4.24E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
33003400000,-3.63E+01,-4.62E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
33128375000,-3.66E+01,-4.87E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
33253350000,-3.64E+01,-5.64E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
33378325000,-3.67E+01,-6.29E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
33503300000,-3.66E+01,-6.98E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
33628275000,-3.69E+01,-7.81E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
33753250000,-3.64E+01,-8.98E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
33878225000,-3.63E+01,-9.70E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
34003200000,-3.54E+01,-1.09E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
34128175000,-3.48E+01,-1.21E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
34253150000,-3.41E+01,-1.30E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
34378125000,-3.35E+01,-1.38E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
34503100000,-3.29E+01,-1.46E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
34628075000,-3.24E+01,-1.53E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
34753050000,-3.19E+01,-1.61E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
34878025000,-3.12E+01,-1.69E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
35003000000,-3.04E+01,-1.77E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
35127975000,-2.96E+01,1.75E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
35252950000,-2.90E+01,1.69E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
35377925000,-2.84E+01,1.64E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
35502900000,-2.79E+01,1.58E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
35627875000,-2.74E+01,1.53E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
35752850000,-2.69E+01,1.48E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
35877825000,-2.64E+01,1.41E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
36002800000,-2.60E+01,1.35E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
36127775000,-2.56E+01,1.30E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
36252750000,-2.52E+01,1.25E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
36377725000,-2.48E+01,1.19E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
36502700000,-2.45E+01,1.14E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
36627675000,-2.41E+01,1.10E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
36752650000,-2.38E+01,1.05E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
36877625000,-2.36E+01,1.00E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
37002600000,-2.33E+01,9.53E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
37127575000,-2.31E+01,9.03E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
37252550000,-2.29E+01,8.57E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
37377525000,-2.27E+01,8.08E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
37502500000,-2.26E+01,7.61E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
37627475000,-2.25E+01,7.09E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
37752450000,-2.23E+01,6.67E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
37877425000,-2.22E+01,6.15E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
38002400000,-2.22E+01,5.68E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
38127375000,-2.23E+01,5.17E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
38252350000,-2.22E+01,4.69E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
38377325000,-2.23E+01,4.14E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
38502300000,-2.24E+01,3.66E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
38627275000,-2.25E+01,3.13E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
38752250000,-2.26E+01,2.61E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
38877225000,-2.27E+01,2.04E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
39002200000,-2.29E+01,1.55E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
39127175000,-2.31E+01,1.01E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
39252150000,-2.33E+01,4.50E+00,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
39377125000,-2.35E+01,-1.45E+00,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
39502100000,-2.38E+01,-7.05E+00,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
39627075000,-2.39E+01,-1.38E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
39752050000,-2.42E+01,-2.00E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
39877025000,-2.45E+01,-2.61E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
40002000000,-2.47E+01,-3.21E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
40126975000,-2.49E+01,-3.83E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
40251950000,-2.54E+01,-4.51E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
40376925000,-2.57E+01,-5.18E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
40501900000,-2.59E+01,-5.88E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
40626875000,-2.63E+01,-6.71E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
40751850000,-2.68E+01,-7.54E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
40876825000,-2.70E+01,-8.27E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
41001800000,-2.72E+01,-9.08E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
41126775000,-2.74E+01,-9.99E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
41251750000,-2.76E+01,-1.08E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
41376725000,-2.76E+01,-1.16E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
41501700000,-2.76E+01,-1.25E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
41626675000,-2.76E+01,-1.35E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
41751650000,-2.75E+01,-1.44E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
41876625000,-2.75E+01,-1.52E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
42001600000,-2.73E+01,-1.61E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
42126575000,-2.72E+01,-1.69E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
42251550000,-2.72E+01,-1.76E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
42376525000,-2.70E+01,1.77E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
42501500000,-2.69E+01,1.69E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
42626475000,-2.65E+01,1.62E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
42751450000,-2.64E+01,1.56E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
42876425000,-2.62E+01,1.50E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
43001400000,-2.61E+01,1.43E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
43126375000,-2.59E+01,1.37E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
43251350000,-2.60E+01,1.32E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
43376325000,-2.60E+01,1.26E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
43501300000,-2.60E+01,1.21E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
43626275000,-2.61E+01,1.17E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
43751250000,-2.62E+01,1.13E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
43876225000,-2.64E+01,1.08E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
44001200000,-2.67E+01,1.03E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
44126175000,-2.67E+01,9.93E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
44251150000,-2.69E+01,9.53E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
44376125000,-2.72E+01,9.11E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
44501100000,-2.74E+01,8.83E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
44626075000,-2.77E+01,8.47E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
44751050000,-2.81E+01,8.17E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
44876025000,-2.88E+01,7.92E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
45001000000,-2.93E+01,7.61E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
45125975000,-3.00E+01,7.49E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
45250950000,-3.07E+01,7.39E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
45375925000,-3.18E+01,7.18E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
45500900000,-3.24E+01,7.21E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
45625875000,-3.33E+01,7.35E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
45750850000,-3.41E+01,7.41E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
45875825000,-3.47E+01,8.05E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
46000800000,-3.48E+01,8.64E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
46125775000,-3.48E+01,9.43E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
46250750000,-3.46E+01,9.93E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
46375725000,-3.43E+01,1.07E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
46500700000,-3.39E+01,1.09E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
46625675000,-3.37E+01,1.12E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
46750650000,-3.30E+01,1.12E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
46875625000,-3.25E+01,1.15E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
47000600000,-3.18E+01,1.13E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
47125575000,-3.11E+01,1.13E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
47250550000,-3.03E+01,1.12E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
47375525000,-3.00E+01,1.11E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
47500500000,-2.96E+01,1.09E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
47625475000,-2.93E+01,1.07E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
47750450000,-2.91E+01,1.04E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
47875425000,-2.90E+01,1.03E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
48000400000,-2.87E+01,9.99E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
48125375000,-2.87E+01,9.63E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
48250350000,-2.86E+01,9.22E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
48375325000,-2.87E+01,8.89E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
48500300000,-2.86E+01,8.38E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
48625275000,-2.91E+01,8.09E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
48750250000,-2.95E+01,7.93E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
48875225000,-3.00E+01,7.56E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
49000200000,-3.07E+01,7.28E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
49125175000,-3.16E+01,6.66E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
49250150000,-3.24E+01,6.22E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
49375125000,-3.35E+01,5.69E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
49500100000,-3.57E+01,5.47E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
49625075000,-3.91E+01,5.24E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
49750050000,-4.14E+01,8.89E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
49875025000,-4.54E+01,1.12E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
50000000000,-4.50E+01,-1.33E+02,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01,-2.00E+02,4.50E+01
